Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Label
4864.17,3020.64,-1223.79,41,67,224,3
6734.27,5140.2,-2196.77,61,107,346,3
13536.3,58496.9,-3940,67,224,2192,2
9883.21,34646,-4441,40,187,1638,1
11594.1,76018,-6502,61,260,3294,1
13750.7,92062.8,-4800,62,254,3885,3
18639,160447,-11780,251,375,6283,1
11752.1,69292,-5158.32,145,247,3373,5
17330.3,172124,-5540,69,403,6746,3
18535.8,162020,-6412.84,118,352,6744,2
7026.64,7419,-3252,27,118,455,1
16104,122366,-5220,63,271,4426,3
10393.1,55550.3,-4128.13,32,209,2967,1
4012.9,1468.34,-1008.24,42,52,133,2
7939.39,10905.9,-3364.89,33,156,654,4
8913.55,20745.6,-3505.35,100,163,1162,4
5766.76,4266.48,-1213.13,17,72,340,4
11472.9,78927.6,-5860,32,272,3539,3
23406.5,519808,-11366,122,540,18067,4
7856.64,16673.7,-2737.84,65,142,844,3
8305.49,9861.57,-2396.3,12,123,621,3
10791.5,39866,-3919.71,26,193,2118,4
14088.9,103561,-7853,45,288,4344,1
8573.76,24795.7,-3102.88,32,157,1519,3
14662.4,91919,-7262,56,329,3979,1
5416.49,3426.5,-766.079,45,51,132,2
11450.8,68767.7,-5192.42,147,247,3373,5
3624.16,2150.99,-574.909,4,43,161,5
10213.9,31831,-3605,17,163,1526,1
6850.05,13320.5,-1528.1,22,96,804,3
8234.49,25019.6,-3252.39,28,157,1519,3
10240.9,23211,-3569,23,171,1062,1
3538.95,1463.94,-598.108,27,40,100,4
10077.6,51754.5,-4556.24,99,209,2534,4
8898.74,13881.9,-2879.79,24,148,729,5
11143.4,39496.9,-3846.98,80,193,2118,4
12183,73743.3,-4590,27,249,3630,2
7816.12,9180.41,-983,25,102,516,5
10922.4,86900.7,-2440,20,220,3450,3
7281.94,15030.4,-2472.11,38,134,970,3
11754,60194.2,-3500,44,223,2822,4
12077.1,61731.5,-3929.65,117,217,2904,4
8032.43,16319,-4250,22,163,980,1
5317.98,4235.72,-1760,13,88,292,5
6991.88,4000.2,-2235.16,73,101,249,4
9071.08,11244,-3004.7,28,156,654,4
14315.5,141095,-6434,195,297,5733,1
9367.03,25547,-2740,38,156,1364,4
6630.8,13256.9,-1581.03,21,96,804,2
7991.5,17134.7,-2863.27,73,142,844,4
6854.23,5202,-3458,132,101,316,1
5612.96,7646.19,-1898.47,73,104,457,2
11880.2,63118,-5779,64,237,2901,1
22493.6,254891,-11900,74,540,8870,3
13268.3,78977.5,-6020,57,272,3539,3
12767.1,62532,-5142,43,214,2460,1
10202.6,10314.3,-1900,39,154,587,2
8671.49,25152.6,-2976.89,30,157,1519,3
7578.54,7659,-1835,13,116,399,1
26320.9,249910,-11285,37,396,5966,1
17290.7,217684,-10402,95,472,8093,1
14737.4,60596,-4530,39,215,2188,4
22869.8,236017,-11200,120,537,8350,3
14058.4,79023.2,-7356.85,64,320,3466,4
10531.8,105416,-4725,34,245,4999,1
13016.8,75834.1,-5570.78,30,262,3211,4
5181.79,3284.15,-810.088,49,51,132,2
5599.2,3544.91,-769.92,47,51,132,2
2279.16,69.7411,-293,96,33,5,5
24943.1,317341,-13404,132,493,9974,1
9257.35,37738,-3712.75,41,180,2054,5
9116.18,27139,-5348,19,172,1418,1
6673.34,5294.25,-1362.09,63,108,318,3
14432.7,141336,-3800,53,315,5844,3
4044.93,2195.63,-971.394,20,54,165,2
8887.93,27531.4,-2430,38,156,1364,3
18165.5,160934,-2670,78,388,6290,3
16317.7,137623,-9070,83,449,5537,2
7397.18,14879.8,-2771.1,78,134,970,3
9996.25,27558,-4172,101,199,1523,1
4579.67,3028.06,-1244.99,38,71,249,3
14060.5,90561.6,-4240,48,254,3885,3
5313.02,4221.44,-1540,17,88,292,5
9374.06,26922.2,-2290,25,156,1364,3
7738.23,26613.6,-3038.22,91,156,1521,4
17347.8,113943,-5930,39,322,4619,5
12086.7,114238,-2990,38,235,4905,3
9654.12,37288,-4180,14,178,1694,1
6803.97,10427,-2635,19,117,618,1
13440.9,40660,633,42,234,1581,2
3755.76,2147.56,-552.931,13,43,161,5
10052.5,51477,-3040,24,188,2599,3
18342.2,161940,-9670,85,388,6290,3
13396.8,61330.6,-4930,30,247,2754,4
3973.8,1447.52,-997.689,42,52,133,2
13931,51354.5,-3980,35,234,2464,3
13674,52867.5,-6097.03,52,288,2334,4
9360.19,51489.3,-3090,37,188,2599,4
10780.1,49884.7,-3440,28,216,2677,4
8045.43,7298,-2565,185,136,458,1
9615.02,25822.5,-3391.89,25,174,1415,4
8176.37,10494.7,-3035.92,89,139,587,3
9573.29,12302,-2481.41,90,136,619,4
12847.9,75295,-5514.78,56,262,3211,5
6486,11319.6,-1782.76,21,102,764,4
4891.96,3149.92,-1244.23,51,67,224,4
11953,117388,-5447,313,237,4524,1
9448.28,38130.8,-3808.5,41,180,2054,5
16656.8,164295,-7562.98,71,352,6744,2
9441.06,34282.3,-4578.55,125,208,1691,4
20305.7,205183,-8430,51,390,7459,4
7457.25,8623.55,-1865.5,69,107,517,5
9628.76,29902,-5093,98,178,1634,1
5339.94,4307.46,-1680,19,88,292,2
8359.8,10558.1,-2930.61,98,139,587,2
5565.74,4305.49,-854,14,88,292,5
4000.76,2180.76,-1080.41,20,54,165,2
15002.3,59999.9,-6501.6,149,305,2610,3
10364.1,34852.2,-4364.53,126,208,1691,4
14709.5,59547.4,-3840,65,224,2192,4
9913.99,31197.4,-3338.25,82,176,1922,4
12433.6,79718.1,-5810,55,272,3539,4
4858.84,4906,-3084,35,79,367,1
12991.2,81987.5,-5340,41,272,3539,4
11556.2,113566,-4650,43,235,4905,2
3951.19,2145.01,-1046.51,23,54,165,2
11558,44225.8,-3700,15,196,1885,4
5409.44,5712,-2009,6,87,422,1
16082.2,142359,-7970,153,333,5742,1
12823.3,28831,-4290,25,208,1313,1
2665.79,53.348,-393,8,33,5,5
11535.2,50297.3,-5080,23,216,2677,3
10227.9,28207.4,-2731.72,77,158,1403,5
8080.92,12565.1,-2708.69,69,130,694,5
4780.95,2869.89,-1233.13,42,67,224,5
3851.3,2192.48,-1098.98,20,54,165,2
11198.9,69093.3,-5244.66,147,247,3373,5
16384.7,148271,-6125,27,325,5643,1
6715.2,10124,-1819,7,103,582,1
5786.26,3629.83,-993.327,26,71,249,4
6793.45,6067,-2743,4,76,318,1
8595.61,17172.9,-2816.88,83,142,844,2
6830.61,12050.2,-1759.99,10,105,765,3
25262.7,478940,-11200,54,483,15505,3
7032.2,4042.03,-2268.82,70,101,249,4
8297.88,16504,-3182,20,148,931,1
8886.59,27440.2,-2943.37,71,158,1403,3
5831.75,11119.2,-1918.67,31,102,764,4
5854.15,7370.16,-1666.65,54,93,545,3
20721.5,363348,-9546,113,475,11873,1
14875.5,103595,-7308,47,290,4251,1
6861.95,10502.4,-3270,15,109,689,3
16051.6,115852,2150,53,271,4426,3
9393.71,26548.7,-3346.48,21,174,1415,3
13906.3,51979.3,-5944.12,66,288,2334,5
7279.61,4143.55,-2296.5,65,101,249,4
9635.72,50718.9,-2120,20,188,2599,4
7639.4,15450,-3204,286,146,890,1
5791.1,7130.72,-1706.5,47,93,545,4
7299.64,12172.9,-1558.18,17,105,765,2
13347.5,61750.9,-4830,28,247,2754,3
8772.78,4070,-1446,25,137,119,1
9655.29,11900.9,-2671.55,83,136,619,4
22198.2,409718,-8520,59,473,14125,4
9368.85,30572.6,-3260.75,113,171,1747,5
9979.93,50924.6,-4700,61,224,2192,2
17364.8,231627,-4317,60,344,7701,1
10370.6,57372.2,-3780,48,223,2822,4
11402.7,50072.8,-5130,24,216,2677,2
11166.2,40163.5,-3847.12,29,193,2118,4
4628.61,1330.72,-738.666,18,51,102,4
7922.5,12589.9,-2690.77,63,130,694,5
14741.4,145307,-6185.96,179,308,6057,4
9462.34,16404.4,-2979.67,81,172,973,4
15546.2,219097,-10307,60,380,8329,1
9677.2,39825.5,-2752.97,76,159,2181,4
6631.66,10360.2,-3610,13,109,689,3
13730.5,143533,-5909.13,159,308,6057,3
10419.4,27825.4,-1570,33,166,1414,4
9476.59,28967.3,-2520,41,166,1414,5
6704.25,3326,-2370,10,109,225,1
24649.9,479361,-12300,53,483,15505,3
6576.78,10332,-3320,14,109,689,3
19544.6,277595,-8616,76,472,9681,1
9516.41,37831,-3576.71,52,180,2054,5
9537.87,30067,-5280,36,179,1469,1
8868.81,12346.8,-2334.45,81,128,693,2
4549.03,3076.41,-1225.51,40,71,249,3
18578.3,160238,-9820,88,388,6290,3
12155.3,70223,-5721.84,36,262,3211,5
8843.26,12215.3,-2612.67,87,128,693,3
7699.23,12852.4,-2762.22,15,132,806,4
6062.28,4129.4,-1496.78,126,88,318,2
11925.6,72178,-6043,38,272,3296,1
13300.6,52218.2,-6156.94,52,288,2334,4
6657.87,13189.8,-1538.25,19,96,804,2
10406.5,33139.3,-3308.72,72,176,1922,4
13442.6,61309.7,-5230,31,247,2754,3
15671.7,60249.6,-2710,38,215,2188,3
9462.45,13659.5,-2768.95,17,148,729,4
22824.8,520479,-11621.6,129,540,18067,4
9365.09,29958.4,-3176.13,107,171,1747,5
9853.59,49031.4,-6380,42,216,2677,4
8635.09,11354.5,-3073.68,45,156,654,4
3922.14,2188.49,-1181.03,20,54,165,5
24842.7,275127,-10300,107,537,8350,3
11122.9,85167.9,-3070,18,220,3450,3
19041.9,226347,-9737,79,397,8735,1
8580.52,14183,-2421,28,118,845,1
13098.7,59170,-6046,40,288,2826,1
12748.6,38731.6,-1120,58,234,1581,3
2241.43,57.7758,-734,10,33,5,4
10349.8,58030.5,-4515.86,138,217,2904,2
10208.2,40015.9,-3060,15,196,1885,3
18492.3,160740,-8860,90,388,6290,3
6814.93,10444,-3080,14,109,689,3
7937.17,11971.6,-2503.02,70,128,693,4
9846.99,39135.9,-3653.29,45,180,2054,5
9472.53,30596.7,-3273.21,125,171,1747,5
8658.33,11848,-4309,58,119,519,1
4079.57,1479.75,-938.461,41,52,133,2
29565.4,539595,-14483,70,570,12042,1
12563.7,82708,-6246,122,238,3456,1
6411.13,9698,-2686,59,104,652,1
3676.89,2199.71,-557.283,12,43,161,5
10690.6,68219.7,-5412.34,147,247,3373,5
8173.79,11992.3,-2563.42,82,128,693,2
9244.39,38701.5,-2740,15,196,1885,4
5681.23,3276.05,-1061.05,38,71,249,3
16803.8,175534,-6410,82,403,6746,3
11680.4,73769,-4880,20,249,3630,2
5548.02,4314.68,-1090,10,79,317,2
2828.22,54.2252,-492,6,33,5,5
17310.3,136997,-7600,70,449,5537,2
25300.7,480315,-12400,55,483,15505,3
7397.05,8386,-1087,24,121,485,1
11289.1,113918,-1730,53,235,4905,3
9258.02,38792.2,-2710,21,196,1885,3
14779.6,104331,-7776,49,333,4529,1
18941.8,160343,-9320,88,388,6290,3
14154.9,67058.4,-3270,46,224,2192,3
17740,197414,-8023,90,334,6982,1
10169,32572.2,-3479.15,76,176,1922,4
8737.09,25300.3,-3149.22,33,157,1519,3
10814.6,69256,-5401.74,128,247,3373,2
4087.01,2227.55,-1120.23,20,54,165,5
6572.69,6776,-2235,12,120,429,1
7180.49,5755.49,-2200,16,79,292,2
13343.3,158569,-7545,29,283,6727,1
22525.7,516317,-11426.1,143,540,18067,4
13178.4,96392,-6243,99,266,3891,1
18957.7,159044,-6483.62,153,352,6744,3
13826,72506,-2516.7,77,262,3211,5
10025.7,10536.3,-2730,35,154,587,3
9341.17,30993.9,-3400.25,110,171,1747,5
9560.29,51703.2,-3600,31,188,2599,3
5990.37,11296.2,-1910.33,23,102,764,4
8034.49,16553.2,-2825.42,79,142,844,4
5471.43,6939.25,-1635.21,48,93,545,3
14801.3,164892,-8297,197,330,6520,1
13963.8,68462,-8036,56,290,2907,1
5792.46,2275.45,-1397.17,17,82,185,4
14015.4,51231.7,-3850,44,234,2464,3
24170,270648,-10000,103,537,8350,3
5549.88,1918.48,-1407.39,24,76,147,5
5202.34,4216.29,-909,8,79,317,2
7040.01,9228.11,-3171.63,17,138,554,3
17941.1,161364,-10100,75,388,6290,3
7908.62,25684.6,-1730,35,166,1414,4
8143.47,11692,-3968,20,157,691,1
8267.34,11234,-2208,22,135,587,1
13467.7,79140.1,-5510,60,272,3539,3
7525.34,8171.56,-1830,20,111,453,4
13484.9,60697.7,-5520,29,247,2754,4
4704.48,3337.35,-1225.01,34,71,249,3
13204.3,90468.9,-5530,47,254,3885,3
13760.9,142108,-6186.14,168,308,6057,3
8380.32,8352,-2402,31,142,485,1
5988.01,10163.6,-4280,18,109,689,3
5645.42,6614.48,-2600,141,109,486,5
8192.03,18163,-3179,29,150,936,1
8365.67,9604.68,-2907.17,22,138,554,4
9091.05,20221.2,-3346.17,77,163,1162,2
5072.64,4267.92,-914,20,88,292,2
5370.49,4013.44,-2300,20,79,292,4
7000.41,9095,-2358,45,126,583,1
21557.5,284368,-16745,52,513,9696,1
14947.6,117256,-4500,46,271,4426,2
10618.6,84726.2,-2780,27,220,3450,3
5589.71,4245.66,-1492.5,123,88,318,3
5410.62,3982.11,-2480,18,79,292,4
6385.63,10267.5,-3620,18,109,689,3
10900.6,85442.4,-1470,18,220,3450,3
13449.2,116076,-2709,47,271,4919,1
22280.1,358569,-7700,96,462,11563,5
4352.65,2047.29,-1053.56,6,63,166,3
6760.51,13287.8,-1531.17,22,96,804,4
11191.7,44486,-5873,22,229,2120,1
8825.91,24770.9,-2402.52,39,157,1519,3
9869.26,28573.1,-2817.8,105,158,1403,4
5096.56,4254.56,-1150,17,88,292,5
10696.9,48279,-6560,98,212,2460,1
11992.6,59849.4,-6620,31,247,2754,3
5158.15,3682.71,-712.981,8,51,132,3
7007.92,15216,-3321,39,128,928,1
4059.12,2191.03,-1146.08,20,54,165,2
7976.18,7585.75,-1690,161,109,486,5
5630.48,7194.39,-1664.3,48,93,545,4
3979.11,1407.3,-933.349,32,52,133,2
22431.1,257715,14800,86,540,8870,4
14256.8,107939,-6310,58,322,4619,5
15345.1,141843,-8581.76,213,362,5740,1
11285.9,113507,-4000,45,235,4905,2
6546.27,12131.5,-1790.28,13,105,765,2
12804.6,61758.2,-3260,62,223,2822,4
7882.96,11532,-2832,117,139,696,1
7914.91,8834.93,-1480,21,102,516,4
10214.4,83983,-4047,141,244,4151,1
5479.86,4224.45,-872,11,79,317,2
9892.31,17007.1,-3770.57,80,172,973,3
8553.88,16629,-2758.35,78,142,844,4
4305.06,1947.83,-1050.35,5,63,166,3
8348.48,15278,-2557,11,144,851,1
11519.8,93822.1,-1620,28,220,3450,4
2489.96,54.6806,-213,92,33,5,2
7306.21,14170.6,-2344.72,84,120,809,3
13361.8,108334,-7988,161,319,4624,1
7527.58,7485,-3029,3,124,427,1
9433.12,22672.4,-4130,43,182,1212,4
22308.6,433155,-19270,114,577,13655,1
11713.4,44732.2,-5380,38,215,2188,3
7209.14,9458.41,-3159.89,20,138,554,2
16754.4,163524,-7426.59,77,352,6744,2
4899.28,3951.78,-1590,20,88,292,3
11363.2,86681,-2630,28,220,3450,4
12851.2,79650.6,-5740,60,272,3539,3
14865.1,59906.8,-6703.64,170,305,2610,2
7263.7,13805.6,-2337.46,84,120,809,3
13096.2,51899.7,-1960,75,223,2059,2
9200.26,35157,-2650,26,136,1626,1
8392.08,11848.7,-2422.11,9,117,519,1
16626.3,163826,-7555.21,71,352,6744,2
7641.19,4689.85,-2743.03,30,131,271,5
6844.07,4055.13,-2281.5,62,101,249,4
13762.6,65723,-2300,64,224,2192,4
12243.5,73427,-3860,29,249,3630,2
20950.4,192094,-6900,74,403,6746,4
9836.56,26734.1,-1790,23,166,1414,5
6474.53,8242.18,-1640,32,102,516,3
7501.35,15490.6,-2572.35,59,134,970,4
13906.6,51612.8,-4000,43,234,2464,3
11551.3,112982,-3680,39,235,4905,2
7754.48,9411.56,-2992.18,99,130,490,2
12825.4,110451,-7586,243,300,4717,1
13057.8,52871.6,-5969.93,53,288,2334,5
10352.7,37828,-3040,40,196,1997,3
21861.3,258583,-6200,56,540,8870,3
7404.04,14542.1,-2334.56,87,120,809,3
6902.03,15298.2,-2619.08,81,119,931,1
8973.96,26629.6,-2490,39,156,1364,3
8722.93,11033.7,-3401.7,34,156,654,4
9099.3,11610.2,-3012.64,30,156,654,4
7624.72,12100.2,-2737.64,77,128,693,3
13710.5,59651,-7529,163,253,2616,1
13172.3,42018.3,-2530,42,234,1581,2
7380.64,9378.85,-3083.09,16,138,554,2
13733.8,51883.9,-3020,36,234,2464,3
21997.7,516130,-11445.2,148,540,18067,4
8242.99,30391,-4940,70,170,1805,1
8539.79,25475.6,-3215.75,36,157,1519,3
8608.06,9743,-3558,96,152,523,1
15563.5,101245,-7593,60,309,4155,1
8816.53,17204.1,-2697.13,76,142,844,3
9997.54,31856.3,-3412.56,85,176,1922,4
9207.13,33285.7,-3643.94,75,176,1922,4
25814.7,613420,-13770,112,585,18847,1
5783.28,7559.43,-1862.81,75,104,457,2
20124.2,146034,-8460,101,449,5537,2
5844.34,11139.7,-1879.7,20,102,764,4
4157.84,1932.93,-1084.97,4,63,166,3
5094.38,4092.88,-254,17,79,317,2
7465.41,9615.2,-2510.94,13,123,621,3
13349.7,46984.2,-5866.15,61,273,2061,4
9824.34,30055,-5420,13,198,1418,1
10930.1,43340.9,-3380,15,196,1885,4
11533.2,33933.1,-2600,31,234,1581,2
14299.3,141208,-6212.65,161,308,6057,4
13467.4,142109,-6157.38,151,308,6057,4
10863.7,50371.1,-4613.77,99,209,2534,5
8271.27,9545.98,-2848.93,26,138,554,4
10456.5,26355.6,-4256.2,54,214,1469,4
4964.78,1302,-1887,20,79,104,1
7844.34,5432.08,-1740,28,86,205,2
8721.36,38743.2,-2380,22,196,1885,3
21877.9,516194,-11570.9,143,540,18067,4
8032.97,11903.9,-2615.92,82,128,693,3
3583.76,1328.17,-662.313,32,40,100,2
20059.4,147939,-9400,88,449,5537,2
12981.3,78648,-5450,63,272,3539,3
9276.29,24107.7,-2916.06,23,154,1252,5
5756.39,7680.17,-1754.8,72,104,457,2
11073.3,86040.1,-3430,18,220,3450,4
13305.5,60465.1,-5120,30,247,2754,3
9751.29,38660.6,-2320,35,196,1885,3
20937.8,293216,-12713,299,510,9549,1
5773.28,1783.92,-1416.54,11,76,147,5
4279.29,1911.47,-1048.88,5,63,166,3
24052.1,280611,-12500,80,540,8870,3
5643.88,7521.78,-1885.26,75,104,457,2
5561.99,3625,-1625,8,95,268,1
5845.68,4771.93,-1040,21,85,343,5
10019.2,10314.6,-1390,33,154,587,3
10059.4,25711,-5363,88,146,1209,1
12182.4,38985.2,-364,30,166,1111,3
13434.1,75057,-7018,202,310,3463,1
4683,3858.37,-1450,21,79,317,2
6757.44,9791,-3311,15,102,616,1
10132.5,10294,-2820,35,154,587,3
9427.02,37741,-3161,22,184,2119,1
7558.99,7511.58,-1780,157,109,486,5
7209.92,4105.69,-2243.49,70,101,249,4
10659.2,27700.5,-3216.14,22,174,1415,5
5827.88,4772,-914,23,85,343,5
13635.3,97387.4,-5997.13,168,281,4061,4
19904.4,273815,-9939,263,459,10533,1
11889.2,70734.7,-4887.65,116,247,3373,2
14718.2,134636,-8450,44,311,4925,1
8990.25,31478,-3793,33,179,1638,1
6737.37,4995.12,-2148.29,58,107,346,3
18942,160807,-9030,90,388,6290,4
4968.28,4170.07,-1100,13,79,317,2
14623.4,74917,-8472,55,314,3057,1
12407.7,29752,-4475,24,176,1021,1
11757.1,70862.4,-4947.6,130,247,3373,2
15038.3,115200,-5100,50,271,4426,3
8612.34,38828.1,-4861.1,95,207,1995,1
7813.86,12827.2,-2743.67,15,132,806,4
12906.6,72085.8,-5544.05,46,262,3211,5
9396.46,11471.4,-2671.43,93,139,587,5
12850.4,60227.7,-3490,45,247,2754,5
18109.1,173496,-3130,71,403,6746,3
8704.7,11131.3,-3080.58,37,156,654,4
21376.3,169002,-20.3,100,449,5537,2
12391.2,71229.4,-5573.26,46,262,3211,5
10345.8,15966,-4008,55,140,692,1
9873.69,34804.4,-4416.26,120,208,1691,4
11031.2,57111,-4560,94,210,2748,1
6614.38,5200.41,-1820,8,79,292,2
8935.31,26925.4,-3031.19,93,158,1403,4
18490,149638,-7115.36,163,362,5847,4
9079.69,39046.1,-2790,16,196,1885,3
17750.4,113290,-9224,114,329,3978,1
5395.2,4322.53,-1010,10,79,317,3
5732.42,7563.56,-1891.06,77,104,457,2
9884.54,34615.5,-4573.87,123,208,1691,4
9388.2,37632.5,-3691.46,38,180,2054,5
8949.34,12374.1,-2678.52,93,136,619,3
16264,161277,-7839.22,78,352,6744,2
9768.55,38130.4,-3721.39,37,180,2054,5
45110.2,1088800,-21376,259,889,23591,1
9439.44,39554.1,-3150,21,196,1885,3
4957.67,1536.49,-1530.79,19,76,147,4
3837.34,2225.22,-554.156,3,43,161,5
12316.1,55683,-3490,38,224,2192,3
12732.8,54693.1,-2360,60,224,2192,4
9625.67,29224,-3403,24,170,1467,1
8955.81,25008.5,-3228.33,32,157,1519,3
6789.08,5270.24,-2200,8,79,292,2
23747.7,563364,-14384,127,582,17702,1
2609.46,51.7852,-166,6,33,5,5
12042.4,59476.4,-6540,32,247,2754,2
5176.49,3314.51,-816.818,50,51,132,4
13796.8,113069,-8374,191,322,4434,1
5065.53,4198.65,-817,11,79,317,2
9163.84,17092.7,-3965.63,77,172,973,3
17630.5,164419,-7752,57,344,5849,1
15397.1,115494,-3680,53,271,4426,2
13644.9,103937,-9315,59,283,4238,1
11115.2,85314.4,-2310,17,220,3450,3
20066.1,179683,-4340,82,403,6746,3
8829.04,27826.6,-2430,28,156,1364,4
6082.28,11195.3,-1893.42,24,102,764,4
10457,35209.8,-4224.16,110,208,1691,5
13565.3,55687.8,-3380,65,224,2192,4
5914.76,7816.07,-1863.36,75,104,457,2
14252.1,65622.2,-3560,71,224,2192,4
11126.4,68859.3,-5165.71,145,247,3373,5
10629.2,23181,-5603,14,185,1118,1
18490.4,160922,-6628.36,104,352,6744,2
12652.5,74033.4,-4670,17,249,3630,2
5902.91,6371,-1049,272,95,429,1
8930.23,28908,-3388.19,31,179,1626,5
11679.5,69048.5,-5222.03,149,247,3373,5
16094.5,153002,-10387,185,400,5535,1
6061.3,5005.46,-1900,8,79,292,3
8489.05,19884.4,-3090.38,92,151,1023,1
7726.52,4619.29,-2555.36,23,131,271,5
9753.4,35192.4,-4779.05,125,208,1691,5
10619,85260.6,-2660,22,220,3450,3
15667.9,80850,-3220,54,223,2059,3
4368.27,2644,-777,10,72,205,1
25172,311048,-9240,97,537,8350,3
6637.21,13234.3,-1564.4,18,96,804,2
18376.7,126957,-7409,77,376,4723,1
11595.2,69659,-5141.39,143,247,3373,5
9315.6,31729.2,-1942.75,39,132,1513,4
5419.73,4233.34,-1080,14,88,292,5
4365.09,1962.4,-1076.09,6,63,166,3
8741.04,9607.5,-2787.91,25,138,554,4
4668.27,2971.25,-1389.93,35,77,205,3
11626.3,64482,-4866,25,198,2127,1
15548.5,122927,-5317,65,315,3893,1
10476.2,35879.3,-4295.6,124,208,1691,4
8054.7,11737,-1694,16,140,732,1
5977.12,4178.11,-1526.68,124,88,318,2
7936.34,7034,-1892,23,130,401,1
6119.66,4639.33,-905,15,88,292,5
7160.43,4181.46,-2272.95,71,101,249,4
9150.59,17402.9,-4231.1,86,172,973,1
13498,68182.6,-2040,56,224,2192,2
5438.06,4361.84,-786,15,88,292,5
9520.58,35222,-5901,96,184,1810,1
5632.47,11884,-1308,102,96,801,1
5898.91,10838.4,-1886.13,19,102,764,4
9448.13,27605,-2969.12,98,158,1403,4
15454.7,80324.3,-7021.05,70,320,3466,5
10502.6,85728.9,-2670,19,220,3450,3
21038.5,167559,-5930,96,449,5537,2
12483.4,50166,-6551,149,249,2393,1
11382.2,73692.9,-5480,26,249,3630,2
9455.71,46342,-5722,136,184,2319,1
6646.24,10459.1,-2940,16,109,689,3
9711.73,30508.1,-3192.26,116,171,1747,5
5945.21,7467.09,-1809.98,65,104,457,3
22654,280014,-9684.44,68,468,9276,5
10316.1,10647.8,-2000,42,154,587,3
14770.5,103154,-9006,55,363,4536,1
4548.25,2785.72,-1409.37,54,67,224,5
5802.74,4196.69,-1536.4,122,88,318,2
6175.18,14716.5,-2379.24,91,119,931,5
9069.28,28679.1,-3463.6,34,179,1626,4
1954.23,55.5372,-368,97,33,5,4
5802.07,7590.46,-1856.07,75,104,457,2
4243.39,1958.66,-977.967,5,63,166,3
4608.3,3042.42,-1203.67,31,71,249,4
19511.5,148518,-9670,65,449,5537,2
22449.5,278241,-9394.23,65,468,9276,5
5600.25,7121.77,-1655.17,56,93,545,3
21245.6,278356,-10419,74,461,9551,1
10975,18567,-5421,29,214,982,1
12462.6,73467.7,-3370,26,249,3630,2
7717.26,9450.01,-1825.41,73,107,517,5
11609.3,74723.5,-5270,42,264,3217,5
2534.58,56.7712,-209,8,33,5,5
26516.8,883787,-17427,85,647,23781,1
4383.92,4147,-388,9,64,266,1
15409.4,117101,-5310,59,271,4426,2
8610.61,12001.3,-2525.47,87,128,693,2
13764.8,52080.5,-3250,36,234,2464,3
9737.04,33986.7,-3516.9,80,176,1922,5
5241.4,4789.5,-1210,22,85,343,5
7655.46,9226.97,-3064.06,17,138,554,2
9680.14,27496.3,-2960,34,194,1521,4
6089.06,4888,-2441,17,90,346,1
5461.06,4217.6,-1100,15,79,317,2
7932.28,16783.5,-2803.48,58,142,844,3
9510.62,29648.3,-3391.41,34,179,1626,5
8032.13,13040.9,-2687.77,15,132,806,4
12963.9,94943,-5778,126,284,3803,1
21993.6,404828,-7700,62,473,14125,4
12732.1,60029.4,-4780,24,247,2754,3
22873.8,413391,-7460,67,473,14125,3
11042.1,87477.6,-1720,26,220,3450,4
6060.64,5642,-2248,17,98,370,1
6959.19,4624,-2803,34,106,295,1
6342.67,4222.11,-1931.71,63,101,270,5
11600.6,79400.6,-7850,37,272,3539,3
17858.3,172869,5260,69,403,6746,3
23515.7,181154,-8840,66,384,4725,1
6527.01,12108.5,-1817.88,5,105,765,2
8420.22,12042.1,-2599.6,84,128,693,2
8833.98,25172.5,-3177.84,43,157,1519,2
7401.7,5688.08,-1660,16,79,292,2
7179.44,9537.41,-3090.16,24,138,554,3
5586.67,1782.69,-1427.63,15,76,147,4
8095.8,9323,-899,27,135,556,1
11863.6,54654.9,-1670,43,223,2822,5
13883.6,71792,-4577,56,287,3215,1
12424.8,51219,-5363,37,254,2326,1
12848.5,41528,-5331,69,264,1695,1
14726.4,79194,-6063,33,265,3138,1
12012.1,78160.2,-6810,56,272,3539,3
6182.01,2746,-2033,22,105,184,1
12619.2,49005,-6398,59,233,2133,1
7106.81,13914.2,-2405.67,97,120,809,4
11320.6,45098,-3133,21,203,2059,1
4226,1938.59,-1067.77,5,63,166,3
9473.77,41049.3,-2776.88,93,159,2181,4
6280.47,10385.5,-2360,16,109,689,3
14714.9,146710,-6138.43,166,308,6057,3
9931,38031.3,-4141.77,22,193,2118,3
11977.7,62135,-4375,229,216,2396,1
29522.8,762649,-19830,146,718,22296,1
8263.64,16430.7,-2773.27,77,142,844,2
7982.32,9881.98,-2369.92,25,123,621,4
12673.5,114063,-3360,48,235,4905,3
9159.4,52174.2,-3150,23,188,2599,3
8439,4673.22,-2534.22,29,131,271,5
7402.95,14971.5,-2726.71,70,131,971,1
4376.05,1946.46,-1052.22,4,63,166,3
6060.69,4126.25,-1530.04,126,88,318,2
9017.23,27496.9,-2940,25,166,1414,3
10705.9,38859.4,-3770.72,38,193,2118,4
9254.94,11764.7,-3026.52,42,156,654,4
5002,2367.17,-1089.63,12,77,205,4
6950.58,13459.7,-1566.71,18,96,804,2
5795,4549.72,-1197.51,22,72,340,4
9666.64,39261.1,-2220,20,196,1885,3
8880.13,28932,-3451.67,33,179,1626,5
12703.5,56475,-4502,49,278,2752,1
